覆核狀態,SI代碼,SI名稱,開始受理贖回日,固定配息率,固定配息期間,浮動配息率,幣轉,連結標的,CNR分配率,銀行收益率,計績檔次,股債類型,保本率,最低申購金額,申購單位金額
覆核中,17WMSD0604,富利得利２一年期人民幣利率型,"=""""",3.45,"=""一年""",,,,,,,,,,
覆核中,17WMSD0605,富利得利３一年期人民幣利率型,"=""""",3.38,"=""一年""",,,,,,,,,,
覆核中,17WMSD0607,多倍優利２５十二年美金利率型,"=""""",6,"=""一年""",,,USSW10 Index;USSW2 Index,,,,,,,
覆核中,17WMSD0701,富利得利５三年期人民幣利率型,"=""""",3.9,"=""一年""",,,,,,,,,,
覆核中,17WMSD0703,多倍優利２６十二年美金利率型,"=""""",6,"=""一年""",,,USSW10 Index;USSW2 Index,,,,,,,
覆核中,17WMSD0704,多倍優利２６十二年美金利率型,"=""""",6,"=""一年""",,,USSW10 Index;USSW2 Index,,,,,,,
覆核中,17WMSD0705,富利得利６三年期人民幣利率型,"=""""",3.7,"=""一年""",,,,,,,,,,
覆核中,17WMSD0801,富利得利７三年期人民幣利率型,"=""""",3.5,"=""一年""",,,,,,,,,,
覆核中,17WMSD0803,多倍優利２７十二年美金利率型,"=""""",6,"=""一年""",,,USSW10 Index;USSW2 Index,,,,,,,
覆核中,17WMSD1001,歐市集利３三年人民幣股權型,"=""""",,"=""""",,,SX5E Index,1,0.0165,201710,,,,
覆核中,17WMSD1011,富利得利９三年期人民幣利率型,"=""""",,"=""""",,,,1,0.02,201710,,,,
覆核中,18WMSD0501,多倍優利３９十年美金利率型,"=""""",,"=""""",,,USSW10,1,0.04,201805,債券型,,,
覆核中,18WMSD0517,美利發發９一年期美金利率型,"=""""",,"=""""",,,,1,0.004,201805,,,,
覆核中,18WMSD0518,雙匯出擊４０十年美金匯率型,"=""""",,"=""""",,,,1,0.045,201805,,,,
覆核中,18WMSD0519,多倍優利４１六年美金利率型,"=""""",,"=""""",,,,1,0.03,201805,,,,
覆核中,18WMSD0520,雙匯出擊４１十年美金匯率型,"=""""",,"=""""",,,,1,0.045,201805,,,,
覆核中,18WMSD0521,美利發發１０一年期美金利率型,"=""""",,"=""""",,,,1,0.0045,201805,,,,
覆核中,18WMSD0522,多倍優利４２十年美金利率型,"=""""",,"=""""",,,,1,0,201805,,,,
覆核中,18WMSD0523,多倍利２３十年美金利率型,"=""""",,"=""""",,,,1,0.045,201805,,,,
覆核中,18WMSD0525,美利雙匯１７十年美金匯率型,"=""""",,"=""""",,,,1,0.0045,201805,,,,
覆核中,18WMSD0527,多倍優利４３十年澳幣利率型,"=""""",,"=""""",,,,1,0.04,201805,,,,
覆核中,18WMSD0529,多倍利２４五年人民幣利率型,"=""""",,"=""""",,,,1,0.03,201805,,,,
覆核中,18WMSD0611,多倍利２５十年美金利率型,"=""""",4.5,"=""一年""",3,,USSW10,1,0.045,201806,債券型,,,
覆核中,18WMSD0613,多倍利２８十年美金利率型,"=""""",6,"=""一年""",4.5,,USSW10,1,0.04,201806,債券型,,,
覆核中,18WMSD0615,美利發發１１六個月美金利率型,"=""""",5,"=""一年""",3.5,,EURUSD,1,0.003,201806,債券型,,,
覆核中,18WMSD0617,多倍優利４６十年澳幣利率型,"=""""",5.75,"=""一年""",4.25,,USSW2,1,0.04,201806,債券型,,,
覆核中,18WMSD0619,多倍優利４７六年美金利率型,"=""""",4.3,"=""一年""",3.8,,USSW10,1,0.035,201806,債券型,,,
覆核中,18WMSD0621,多倍利２９十年美金利率型,"=""""",6.25,"=""一年""",4.75,,USSW10,1,0.045,201806,債券型,,,
覆核中,18WMSD0623,多倍優利４８五年人民幣利率型,"=""""",7,"=""一年""",5.5,,EURUSD,1,0.003,201806,債券型,,,
覆核中,18WMSD0625,多倍優利４９十年美金利率型,"=""""",4.8,"=""一年""",3.3,,USSW2,1,0.04,201806,債券型,,,
覆核中,18WMSD0627,多倍優利５０十年澳幣利率型,"=""""",5.3,"=""一年""",3.8,,USSW10,1,0.035,201806,債券型,,,
覆核中,18WMSD0629,紐利發發５二年期紐西蘭幣利率型,"=""""",6.5,"=""一年""",5,,NZDUSD,1,0.045,201806,債券型,,,
覆核中,18WMSD0630,人民幣發發２８一年期人民幣利率型,"=""""",4.2,"=""一年""",2.7,,USDZAR,1,0.04,201806,債券型,,,
覆核中,18WMSD0701,人民幣發發２９一年期人民幣利率型,"=""""",7.7,"=""一年""",6.2,,USSW2,1,0.005,201807,債券型,,,
覆核中,18WMSD0703,多倍優利５１十年美金利率型,"=""""",8,"=""一年""",6.5,,USSW2,1,0.04,201807,債券型,,,
覆核中,18WMSD0705,多倍優利５２十年澳幣利率型,"=""""",7.5,"=""一年""",6,,USSW10,1,0.04,201807,債券型,,,
覆核中,18WMSD0908,一年美金固定配息利率型１６,"=""""",,"=""""",,,,0.003,1,201809,,,,
覆核中,18WMSD0909,十年利差區間計息利率型８,"=""""",,"=""""",,,,1,0.04,201809,,,,
覆核中,18WMSD0911,六年利差倍數利率型４１,"=""""",,"=""""",,,,1,0.03,201809,,,,
覆核中,18WMSD0913,一年美金固定配息利率型１７,"=""""",,"=""""",,,,1,0.003,201809,,,,
覆核中,18WMSD0915,五年利差倍數利率型４２,"=""""",,"=""""",,,,1,0.025,201809,,,,
覆核中,18WMSD0923,三年利差區間計息利率型９,"=""""",,"=""""",,,,1,0.01,201809,,,,
覆核中,18WMSD1205,十二年利率及利差雙區間計息利率型,"=""""",,"=""""",,,,1,0.045,201901,債券型,,,
覆核中,18WMSD1213,十年利差倍數區間計息利率型６１,"=""""",,"=""""",,,,1,0.019,201901,債券型,,,
覆核中,19WMSD0301,十年股權及匯率雙區間計息混合型５,"=""""",,"=""""",,,,1,0.04,201903,債券型,,,
覆核中,19WMSD0401,十年美元反浮動倍數利率型１,"=""2020-02-23 00:00:00.0""",6,"=""""",3.6,,USSW10,1,0.04,201904,債券型,,,
覆核中,19WMSD0728,二週澳幣固定配,"=""""",,"=""""",,,,,,,債券型,,,
已覆核,09WMSD1203,雙星集利２ＤＢＵ,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,09WMSD1204,雙星集利２ＯＢＵ,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,09WMSD1205,安和優利２ＤＢＵ,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,09WMSD1206,安和優利２ＯＢＵ,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0101,雙星集利三,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0102,雙星集利三,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0103,安和樂利十二,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0104,安和樂利十二,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0105,亞洲尖兵,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0106,亞洲尖兵,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0201,十在優利,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0202,十在優利,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0203,優利步步高,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0204,優利步步高,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0301,雙星集利五,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0302,雙星集利五,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0303,美利步步高,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0304,美利步步高,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0305,雙重得利二,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0306,雙重得利二,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0307,石油尖兵二,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0308,石油尖兵二,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0309,澳利發發三,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0310,澳利發發三,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0311,安和樂利１３（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0312,安和樂利１３（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0401,澳利多多（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0402,澳利多多（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0403,安和樂利１４（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0404,安和樂利１４（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0405,雙星集利６（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0406,雙星集利６（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0407,澳利多多２（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0408,澳利多多２（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0409,安和樂利１５（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0410,安和樂利１５（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,,10000,
已覆核,10WMSD0411,安和樂利１６,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0412,澳利發發５,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0501,躍動恆生（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0502,躍動恆生（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0503,優利步步高２（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0504,優利步步高２（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0505,澳利滾滾（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0506,澳利滾滾（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0507,安和樂利１７（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0508,安和樂利１７（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0601,澳利發發６（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0602,澳利發發６（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0603,優利步步高３（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0604,優利步步高３（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0605,澳利發發７（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0606,澳利發發７（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0607,雙星步步高（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0608,雙星步步高（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0609,安和樂利１８（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0610,安和樂利１９（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0611,安和樂利２０（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0612,安和樂利２０（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0613,安和樂利２１（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,100000,0
已覆核,10WMSD0616,安和樂利２２（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0618,安和樂利２３（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0619,安和樂利２３（ＯＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0620,安和樂利２４（ＤＢＵ）,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0701,美利境界３３十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0702,美利境界３３十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0703,星港爭峰二年澳幣指數型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0704,星港爭峰二年澳幣指數型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0705,安和樂利２６十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0706,安和樂利２６十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0707,澳利發發８二年澳幣指數型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0708,澳利發發８二年澳幣指數型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0710,安和樂利２５十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0711,安和樂利２５十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0801,雙星步步高２十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0802,雙星步步高２十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0803,黃金尖兵二年澳幣商品型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0804,黃金尖兵二年澳幣商品型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0805,優利步步高５十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0806,優利步步高５十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0807,澳利發發９二年澳幣指數型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0808,澳利發發９二年澳幣指數型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0809,澳利發發１０六年澳幣指數型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0810,安和樂利２７十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0811,安和樂利２８十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0812,安和樂利２９十年歐元利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0901,雙星步步高３十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0902,雙星步步高３十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0903,優利步步高６十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0904,優利步步高６十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0906,美利多十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD0908,美利多十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1001,好利步步高十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1002,好利步步高十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1003,石油贏家一年澳幣商品型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1004,石油贏家一年澳幣商品型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1005,雙星步步高６十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1006,雙星步步高６十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1008,美利多２十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1009,優利多十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1010,優利多十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1101,好利步步高２十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1102,好利步步高２十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1103,石油贏家２一年澳幣商品型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1104,石油贏家２一年澳幣商品型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1105,雙星步步高７十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1106,雙星步步高７十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1107,安和樂利３０十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1108,雙星步步高８十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1201,好利步步高３十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1202,好利步步高３十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1203,石油尖兵５一年澳幣商品型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1204,石油尖兵５一年澳幣商品型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1205,雙星步步高９十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1206,雙星步步高９十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1207,雙星步步高１０十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,10WMSD1208,好利步步高５十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0101,好利步步高６十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0102,好利步步高６十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0103,雙星步步高１１十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0104,雙星步步高１１十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0201,安和樂利３１十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0202,安和樂利３１美金十年利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0301,雙星步步高１２十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,30000,0
已覆核,11WMSD0302,雙星步步高１２十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,30000,0
已覆核,11WMSD0303,安和樂利３２三年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,30000,0
已覆核,11WMSD0401,匯得利三個月南非幣匯率型,"=""""",,"=""""",,,,,,,債券型,0,100000,0
已覆核,11WMSD0402,雙星步步高１３十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,30000,0
已覆核,11WMSD0403,安和樂利３３十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,30000,0
已覆核,11WMSD0404,安和樂利３３十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,30000,0
已覆核,11WMSD0405,安和樂利３４十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,1000000,0
已覆核,11WMSD0601,優利步步高７十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,30000,0
已覆核,11WMSD0602,優利步步高７十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,30000,0
已覆核,11WMSD0603,優利步步高８十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,70000,0
已覆核,11WMSD0604,優利步步高８十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,100000,0
已覆核,11WMSD0605,優利步步高９十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,100000,0
已覆核,11WMSD0701,安和樂利３５十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0702,安和樂利３５十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0703,安和樂利３６十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0704,安和樂利３６十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0705,優利步步高１０十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,100000,0
已覆核,11WMSD0706,好利步步高７十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,100000,0
已覆核,11WMSD0707,雙星步步高１４十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,100000,0
已覆核,11WMSD0711,雙星步步高１５十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0712,雙星步步高１５十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0713,雙星步步高１６十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0714,雙星步步高１６十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0805,雙星步步高１７十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0806,雙星步步高１７十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0807,優利步步高１３十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0808,雙星步步高２０十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0809,匯得利２三個月南非幣匯率型,"=""""",,"=""""",,,,,,,債券型,0,100000,0
已覆核,11WMSD0810,雙星步步高２１十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,100000,0
已覆核,11WMSD0811,優利步步高１１十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0812,優利步步高１１十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0813,優利步步高１２十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0814,優利步步高１２十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0815,雙星步步高１８十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0816,雙星步步高１８十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0817,雙星步步高１９十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0818,雙星步步高１９十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0901,雙星步步高２２十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0902,雙星步步高２２十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0903,雙星步步高２３十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0904,雙星步步高２３十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0905,雙星步步高２４十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0906,雙星步步高２４十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0907,雙星步步高２５十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0908,雙星步步高２５十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD0909,雙星步步高２６十年澳幣利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD1001,雙星步步高２７十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD1002,雙星步步高２８十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
已覆核,11WMSD1003,雙星步步高２７十年美金利率型,"=""""",,"=""""",,,,,,,債券型,0,10000,0
